ID,Source Term,Query,Language,Relevant section,Target Term,hit_mono,hit_multi,rerank_mono,rerank_multi,ref_mono,ref_multi,src_mono,src_multi,answer_mono,answer_multi,judge_score_mono,judge_reason_mono,judge_score_multi,judge_reason_multi,judge_delta,exact_mono,exact_multi,stem_mono,stem_multi,sem_mono,sem_multi
51,Erste Weiche,Dove si trova la soglia di velocità in stazione se sul lato d'entrata la velocità in stazione è diversa dalla velocità di tratta?,it,"R 300.6, section 2.2.2",primo scambio,True,True,5.12962007522583,10.833056449890137,"tzten Weiche oder
    • beim Ausfahrsignal, wenn sich im betreffenden Gleis keine Weiche befindet.



Unterscheidet sich die Einfahrgeschwindigkeit von der Ausfahrgeschwindigkeit, befindet sich die Geschwindigkeitsschwelle
    • Mitte Perron des befahrenen Gleises oder
    • Mitte Bahnhofgebäude bzw. Mitte Bahnhof, wenn kein Perron vorhanden ist.
Der weichen- und kurvenfreie Abschnitt zwischen Ein- und Ausfahrseite darf mit der höheren der beiden Bahnhofsgeschwindigkeiten befahren werden.
Sind in der Streckentabelle für die Ein- oder Ausfahrt in der Bahnhofspalte zwei oder mehr abgestufte Geschwindigkeiten angegeben, ist die Lage der Geschwindigkeitsschwellen in den Betriebsvorschriften der ISB geregelt. ","2.2.2	Soglia di velocità in stazione 
	
	Se sul lato d’entrata la velocità in stazione è diversa dalla velocità di tratta, la soglia di velocità si trova:
    • al primo scambio oppure 
    • circa a 200 m dopo il segnale d’entrata, se nel binario interessato non ci sono scambi.
Se sul lato d’uscita la velocità in stazione è diversa dalla velocità di tratta, la soglia di velocità si trova:
    • all’ultimo scambio oppure
    • al segnale d’uscita, se nel binario interessato non ci sono scambi.",R 300.6 §2.2.2,R 300.6 §2.2.2,"Secondo l'Estratto 1, la soglia di velocità in stazione si trova al centro del binario o del capolavoro, se non ci sono binari o curve. Se la velocità di ingresso è diversa dalla velocità di tratta, la soglia di velocità è regolata dalle disposizioni operative dell'ISB (Estratto 1, 2.2.2). La sezione senza binari o curve tra l'ingresso e l'uscita può essere percorsa alla velocità più alta (Estratto 1, 2.2.2). La posizione delle soglie di velocità è definita in base alle velocità indicate nella tabella di tratta (Estratto 1, 2.2.2).","Secondo l'Estratto 1, sezione 2.2.2, se sul lato d'entrata la velocità in stazione è diversa dalla velocità di tratta, la soglia di velocità si trova al primo scambio oppure circa a 200 metri dopo il segnale d'entrata, qualora non ci siano scambi nel binario (PCT - Fahrdienstvorschriften, 2.2.2). L'Estratto 2 specifica ulteriormente che se non ci sono scambi, la soglia si trova all'ultimo scambio o al segnale d'uscita (PCT - Fahrdienstvorschriften, 2.2.2). In caso di diversa velocità d'entrata e d'uscita, la soglia si trova a metà del marciapiede o al centro della stazione (PCT - Fahrdienstvorschriften, 2.2.2).  La posizione della soglia deve essere regolata dal GI in caso di velocità scalari diverse per entrata e uscita (PCT - Fahrdienstvorschriften, 2.2.2).",4,"The answer correctly identifies that the speed threshold is at the center of the track or platform and mentions regulation by ISB operations for different entry speeds; however, it slightly deviates from directly answering where exactly on a station with differing entrance/exiting train velocities this applies. It also doesn't explicitly mention how to handle situations when there are no platforms (Perron).",5,"The RAG answer accurately and completely matches the reference passage regarding where to find the speed limit when there is a difference between entrance station velocity and train velocity on either side of an entry signal or after it if no exchanges exist in that section, as well as additional details about different scenarios.",1,False,True,False,True,False,True
52,Nachbargleis,Wann darf im Bahnhof mit einer Höchstgeschwindigkeit von 40 km/h gefahren werden?,de,"R 300.4, section 3.6.3",Nachbargleise,True,True,8.923883438110352,8.923883438110352,"3.6.3	Ausnahme im Bahnhof	
		
	Sofern die beiden Nachbargleise frei sind, darf im Bahnhof mit einer Höchstgeschwindigkeit von 40 km/h gefahren werden 
–	bei Rangierfahrten, wenn
–	der Fahrweg übersichtlich und der vom LF besetzte Führerstand an der Spitze ist und
–	über weichenfreie Zonen gefahren wird und
–	sämtliche Fahrzeuge mit der Luftbremse gebremst werden können und
–	die Rangierfahrt nicht funkferngesteuert wird
–	beim Abstossen.
Örtlich können tiefere Höchstgeschwindigkeiten vorgeschrieben sein.	
		
","3.6.3	Ausnahme im Bahnhof	
		
	Sofern die beiden Nachbargleise frei sind, darf im Bahnhof mit einer Höchstgeschwindigkeit von 40 km/h gefahren werden 
–	bei Rangierfahrten, wenn
–	der Fahrweg übersichtlich und der vom LF besetzte Führerstand an der Spitze ist und
–	über weichenfreie Zonen gefahren wird und
–	sämtliche Fahrzeuge mit der Luftbremse gebremst werden können und
–	die Rangierfahrt nicht funkferngesteuert wird
–	beim Abstossen.
Örtlich können tiefere Höchstgeschwindigkeiten vorgeschrieben sein.	
		
",R 300.4 §3.6.3,R 300.4 §3.6.3,"Laut Abschnitt 3.6.3 Rangierbewegungen, Abschnitt 3, darf im Bahnhof mit einer Höchstgeschwindigkeit von 40 km/h gefahren werden, wenn die beiden Nachbargleise frei sind (FDV 3.6.3). Dies gilt bei Rangierfahrten, wenn der Fahrweg übersichtlich ist, der Führerstand an der Spitze steht und weichenfreie Zonen befahren werden (FDV 3.6.3). Zudem müssen alle Fahrzeuge mit der Luftbremse bremsen können und die Rangierfahrt nicht funkferngesteuert wird (FDV 3.6.3). Lokal können tiefere Höchstgeschwindigkeiten vorgeschrieben sein (FDV 3.6.3).","Laut Abschnitt 3.6.3 Rangierbewegungen, Abschnitt 3, darf im Bahnhof mit einer Höchstgeschwindigkeit von 40 km/h gefahren werden, wenn die beiden Nachbargleise frei sind (FDV 3.6.3). Dies gilt bei Rangierfahrten, wenn der Fahrweg übersichtlich ist, der Führerstand an der Spitze steht und weichenfreie Zonen durchquert werden (FDV 3.6.3). Zudem müssen alle Fahrzeuge mit der Luftbremse bremsen können und die Rangierfahrt nicht funkferngesteuert wird (FDV 3.6.3). Lokal können tiefere Höchstgeschwindigkeiten vorgeschrieben sein (FDV 3.6.3).",5,"The RAG answer accurately and completely addresses the question by specifying when a maximum speed of 40 km/h is allowed in railway stations according to section FDV 3.6.3, including all relevant conditions mentioned in the reference passage.",5,"The RAG answer accurately and completely addresses the question by citing specific conditions under which a maximum speed of 40 km/h is allowed in railway stations according to section FDV 3.6.3, as outlined in the reference passage provided.",0,True,True,True,True,True,True
53,Nachbargleis,Dans quels cas un mouvement de manœuvre peut-il circuler à la vitesse maximale de 40 km/h en gare?,fr,"R 300.4, section 3.6.3",voies contiguës,False,True,3.221074342727661,7.675556659698486,"de Gefälle, darf nach Bremsverhältnis mit höchstens 40 km/h bis zum nächsten Bahnhof gefahren werden
–	befindet sich das Triebfahrzeug bergseitig, ist die Weiterfahrt verboten. Der Zug ist gegen Entlaufen zu sichern.
	
","3.6.3	Exception en gare
	
	Pour autant que les deux voies contiguës soient libres, il est permis de circuler à la vitesse maximale de 40 km/h
–	pour les courses de manœuvre, lorsque 
–	le parcours est bien dégagé et que la cabine de conduite occupée par le MEC se trouve en tête et
–	l’on se trouve dans une zone sans aiguille et
–	tous les véhicules peuvent être freinés à l’air et
–	la course de manœuvre n’est pas télécommandée
–	pour les lancers.
Des vitesses maximales inférieures peuvent être prescrites localement.
		
",R 300.9 §12.3.4,R 300.4 §3.6.3,"D'après l'extrait 2, une manœuvre peut circuler à 40 km/h en gare dans des cas spécifiques. Plus précisément, cela s'applique lorsque des wagons sont transportés sans dispositifs de train et de choc normaux (40 km/h). De plus, cette vitesse est autorisée lors d'une manœuvre indirecte, sans liaison verbale entre le moteur de manœuvre et le wagon roulant, ou lors d'un schub non supervisé (30 km/h).  Ces conditions sont définies dans la section 3.6.4 des PCT.","Selon la section 3.6.3, un mouvement de manœuvre peut circuler à 40 km/h en gare si les deux voies contiguës sont libres. Cette exception est valable pour les courses de manœuvre uniquement lorsque le parcours est dégagé, le chef de train occupe la cabine, il n'y a pas d'aiguille et tous les véhicules peuvent être freinés à l'air, et que la course n'est pas télécommandée (3.6.3). Des vitesses inférieures peuvent être prescrites localement.  Il est important de noter que cette vitesse maximale est soumise à des conditions spécifiques.",2,"The answer is mostly incorrect because it misinterprets the reference passage and includes irrelevant details about specific sections not mentioned in the source document, leading to confusion rather than clarity on when a movement can travel at maximum speed of 40 km/h by itself in station conditions.",5,"The answer is fully correct and complete, accurately summarizing the specific circumstances under which a movement of manœuvre can travel at maximum speed in station as outlined by section 3.6.3 from the reference passage provided.",3,False,True,False,True,False,True
54,Nachbargleis,Quando si può circolare alla velocità massima di 40 km/h in stazione?,it,"R 300.4, section 3.6.3",binari attigui,False,True,1.8973474502563477,7.118593692779541," Höchstgeschwindigkeiten protokollpflichtig vorzuschreiben:
–	10 km/h beim Befahren gegen die Spitze
–	40 km/h beim Befahren von der Wurzel aus.
Im Weiteren ist nach den Weisungen des zuständigen technischen Dienstes zu verfahren.
	
","3.6.3	Eccezione in stazione
	
	Se entrambi i binari attigui sono liberi, nelle stazioni si può circolare alla velocità massima di 40 km/h, 
–	come corsa di manovra, se 
–	l’itinerario è visibile e se la cabina di guida occupata dal MAC è quella di testa e
–	si attraversano zone senza scambi e
–	tutti i veicoli possono essere frenati con il freno ad aria e 
–	la corsa di manovra non è radiotelecomandata 
–	per un colpo.
Sul piano locale possono essere prescritte velocità massime inferiori.
	
",R 300.9 §4.5,R 300.4 §3.6.3,"Secondo l'estratto 2, la velocità massima di 40 km/h può essere applicata quando un tratto di binario richiede una velocità ridotta prima dell'installazione di segnali di rallentamento (4.2.6). In questo caso, il FDL deve comunicare al LF la posizione del tratto, la velocità massima consentita e l'assenza di segnali di rallentamento. La velocità di 40 km/h si applica dal segnale principale precedente alla stazione o fermata fino alla stazione di rallentamento, a seconda della velocità consentita per la stazione di rallentamento. L'estratto 1 non fornisce informazioni su questo aspetto.","Secondo l’estratto 1, sezione 3.6.3, si può circolare alla velocità massima di 40 km/h in stazione se entrambi i binari adiacenti sono liberi. Questa velocità è consentita come manovra, a condizione che l'itinerario sia visibile, la cabina di guida sia quella di testa, si attraversino zone senza scambi e tutti i veicoli possano essere frenati con il freno a vuoto. Inoltre, la manovra non deve essere radiocomandata.  Ulteriori velocità massime possono essere stabilite a livello locale (estratto 1).",2,The answer is mostly incorrect because it misinterprets the reference passage and provides irrelevant details about FDL communication instead of directly answering when one can circle at maximum speed in a station based on the given information.,5,The RAG answer is fully correct and complete as it accurately summarizes the conditions under which one can circle at maximum speed in station according to section 3.6.3 of the reference passage provided.,3,False,False,False,False,False,False
55,Nachbargleis,Wann ist eine Sperrung von Gleisen/Weichen notwendig?,de,"R 300.12, section 3.2.4",Nachbargleis,True,True,8.876934051513672,8.876934051513672,"3.2.4	Sperren von Gleisen/Weichen
	
	Gleise/Weichen sind zu sperren, wenn
–	es die Sicherheit des Personals oder des Bahnbetriebs erfordert oder
–	die Gleise/Weichen auf Grund von Bauarbeiten, Reparaturen, Unterhalt, Reinigung, Naturereignissen, Unfällen oder anderen Gründen nicht befahrbar sind.
Insbesondere ist eine Sperrung notwendig
–	bei Arbeiten, die eine Unterbrechung der Fahrbahn bewirken
–	wenn Arbeitsmittel am Gleis oder der Fahrbahn befestigt werden, die eine Gefährdung für Fahrten darstellen. Dazu ist das Lichtraumprofil zu beachten.
–	wenn die zuverlässige Räumung des Gleises nicht gewährleistet ist und die angekündigte Fahrt dadurch gefährdet wird
–	bei Arbeiten an der Fahrleitung
–	bei Arbeiten ohne Fluchtraum","3.2.4	Sperren von Gleisen/Weichen
	
	Gleise/Weichen sind zu sperren, wenn
–	es die Sicherheit des Personals oder des Bahnbetriebs erfordert oder
–	die Gleise/Weichen auf Grund von Bauarbeiten, Reparaturen, Unterhalt, Reinigung, Naturereignissen, Unfällen oder anderen Gründen nicht befahrbar sind.
Insbesondere ist eine Sperrung notwendig
–	bei Arbeiten, die eine Unterbrechung der Fahrbahn bewirken
–	wenn Arbeitsmittel am Gleis oder der Fahrbahn befestigt werden, die eine Gefährdung für Fahrten darstellen. Dazu ist das Lichtraumprofil zu beachten.
–	wenn die zuverlässige Räumung des Gleises nicht gewährleistet ist und die angekündigte Fahrt dadurch gefährdet wird
–	bei Arbeiten an der Fahrleitung
–	bei Arbeiten ohne Fluchtraum",R 300.12 §3.2.4,R 300.12 §3.2.4,"Eine Sperrung von Gleisen/Weichen ist notwendig, wenn die Sicherheit des Personals oder des Bahnbetriebs gefährdet ist (3.2.4). Ebenfalls erforderlich ist die Sperrung bei nicht befahrbaren Gleisen/Weichen aufgrund von Bauarbeiten, Reparaturen oder anderen Gründen (3.2.4). Insbesondere ist dies bei Arbeiten zu beachten, die eine Unterbrechung der Fahrbahn bewirken oder bei Arbeiten ohne Fluchtraum (3.2.4). Die Sperrung dient der Sicherung des Trambetriebs und der Vermeidung von Gefährdungen (5.3.4).","Eine Sperrung von Gleisen/Weichen ist notwendig, wenn die Sicherheit des Personals oder des Bahnbetriebs gefährdet ist (3.2.4). Ebenfalls erforderlich ist die Sperrung bei nicht befahrbaren Gleisen/Weichen aufgrund von Bauarbeiten, Reparaturen oder anderen Gründen (3.2.4). Insbesondere ist dies bei Arbeiten zu beachten, die eine Unterbrechung der Fahrbahn bewirken oder bei Arbeiten ohne Fluchtraum (3.2.4). Die Sperrung dient der Sicherung des Trambetriebs und der Vermeidung von Gefährdungen (5.3.4).",5,"The RAG answer accurately and completely addresses the conditions under which a blocking of tracks/weights is necessary, as outlined in reference passage section 3.2.4. It includes all relevant reasons for requiring such an action to ensure safety or due to non-operational status caused by various factors like construction work (1).",5,"The RAG answer accurately and completely addresses the conditions under which a blocking of tracks/weights is necessary, as outlined in reference passage section 3.2.4. It includes all relevant reasons for requiring such an action to ensure safety or due to non-operational status caused by various factors like construction work (1).",0,False,False,False,False,False,False
56,Nachbargleis,Quand est-ce qu'une interdiction des voies/aiguilles est nécessaire?,fr,"R 300.12, section 3.2.4",voie contiguë,False,True,-3.4000661373138428,8.8900146484375,"7.5.7	Fahrt		
			
	Für Fahrten innerhalb des gesperrten Gleises ist keine Zustimmung notwendig. Die ISB regeln das Befahren des gesperrten Abschnittes im Einzelfall im SIDI, insbesondere die Verkehrsregelung, die Bedienung von Weichen, Verkehrsregelungsanlagen, elektrischen Anlagen und Fahrleitungen.
Ist innerhalb der gesperrten Gleise das Umstellen einzelner Weichen nötig, sprechen sich der RL und der AVT ab.		
			
","3.2.4	Interdiction de voies/d’aiguilles
	
	Les voies/aiguilles doivent être interdites 
–	lorsque la sécurité du personnel ou de l’exploitation ferroviaire l’exige ou
–	lorsque les voies/aiguilles ne sont pas franchissables à cause de travaux, de réparation, d’activités d’entretien ou de nettoyage, d’événements naturels, d’accidents ou pour d’autres raisons.
Une interdiction est en particulier nécessaire
–	pour des travaux qui entraînent l’interruption de la voie
–	lorsque des équipements de travail fixés à la voie représentent un danger pour des convois. A cet effet, le profil d’espace libre doit être respecté
–	lorsque l’évacuation de la voie n’est pas garantie de manière fiable et met ainsi en danger le convoi annoncé
–	pour des travaux à la ligne de contact",R 300.4 §7.5.7,R 300.12 §3.2.4,"D'après l'extrait 7.5.7, aucune autorisation n'est nécessaire pour les trajets à l'intérieur d'un quai barré. La ISB règle l'utilisation de ce quai dans des situations spécifiques via le SIDI, en tenant compte de la réglementation du trafic, de l'activation des aiguilles, des dispositifs de contrôle du trafic, des installations électriques et des caténaires (7.5.7). Si un changement d'aiguille est nécessaire dans le quai barré, le responsable du trafic (RL) et l'AVT doivent s'entendre (7.5.7). Si l'aiguille ne peut pas être actionnée avec la commande, il faut suivre les instructions du service technique compétent (4.3.5).","Selon les extraits fournis, une interdiction des voies/aiguilles est nécessaire lorsque la sécurité du personnel ou de l'exploitation ferroviaire l'exige (3.2.4). Elle est également nécessaire lorsque les voies/aiguilles ne sont pas franchissables en raison de travaux, d'accidents ou d'autres raisons (3.2.4 et 5.3.4).  Plus précisément, des interdictions sont nécessaires pour des travaux interrompant la voie ou lorsque des équipements de travail posent un danger pour les convois (3.2.4 et 5.3.4). Enfin, l'interdiction doit garantir l'évacuation fiable de la voie pour éviter de mettre le convoi en danger (3.2.4).",2,"The answer is mostly correct but lacks some details about the necessity of an authorization for changing a signal in certain situations as mentioned briefly at the end (""si l'aiguille ne peut pas être actionnée avec la commande, il faut suivre les instructions du service technique compétent (4.3.5)"").",5,"The RAG answer accurately and completely addresses the conditions under which an interdiction of tracks/rails is necessary as outlined in the reference passage, covering all specified scenarios including safety concerns for personnel or operations, non-franchissable routes due to various reasons (works, accidents), interruptions caused by work activities on the track itself that pose a danger.",3,False,False,False,False,False,False
57,Nachbargleis,Quando è necessario uno sbarramento di binari/scambi?,it,"R 300.12, section 3.2.4",binario adiacente,False,True,-0.46666693687438965,9.869908332824707,"2.7.5	Abstellen eines Zuges oder eines Zugteils
	
	Im Sinne der Bremsvorschriften gilt ein Unterbruch der Nachspeisung, welcher länger als zur Dichtheitsprobe notwendig ist, als Abstellen eines Zuges oder Zugteils.
Wird die Nachspeisung unterbrochen, (z.B. bei der Ausserbetriebnahme des Führerstandes) ist eine Betriebsbremsung einzuleiten. So wird ein Erschöpfen der Bremsen bei langsamer Absenkung des Hauptleitungs-drucks vermieden.
	


","3.2.4	Sbarramento di binari/scambi
	
	I binari/scambi vanno sbarrati se 
–	lo esige la sicurezza del personale o dell’esercizio ferroviario, o 
–	i binari o gli scambi non sono percorribili in seguito a lavori di costruzione, riparazioni, manutenzione, pulizia, eventi naturali, infortuni o altre ragioni. 
In particolare, lo sbarramento è necessario 
–	per lavori che comportano un’interruzione del binario stesso
–	quando al binario devono essere montate attrezzature di lavoro che costituiscono un pericolo per le corse. A tale riguardo va rispettato il profilo di spazio libero.
–	quando non è garantito in modo affidabile lo sgombero del binario e ciò può costituire un pericolo per la corsa annunciata 
–	per lavori alla linea di contatto
–	per lavori senza uno spazio di fuga",R 300.14 §2.7.5,R 300.12 §3.2.4,"La risposta a questa domanda non è contenuta nell'estratto fornito.
L'estratto 2 riguarda la conferma di una trasmissione di notizie, ma non definisce le condizioni per uno sbarramento di binari o scambi. L'estratto 1 descrive le procedure di arresto di un treno o di una sua parte, ma non specifica quando è necessario uno sbarramento.","Lo sbarramento di binari/scambi è necessario quando la sicurezza del personale o dell’esercizio ferroviario lo richiede (3.2.4).  Inoltre, è necessario quando i binari o gli scambi non sono percorribili a causa di lavori di costruzione, riparazioni o altri eventi (3.2.4).  In particolare, lo sbarramento è richiesto per lavori che interrompono il binario o quando attrezzature di lavoro pericolose sono presenti, rispettando il profilo di spazio libero (3.2.4, 5.3.4).  I binari sbarrati sono sempre coperti da segnali di fermata e dispositivi d’allarme (5.3.4).",1,Il testo fornito discute solo della trasmissione di notizie e delle operazioni di fermata dei treni senza affrontare le condizioni per lo sbarramento degli scambi.,5,"The RAG answer accurately and completely addresses the conditions under which an obstruction of tracks/switches is necessary, as outlined in the reference passage.",4,False,False,False,False,False,False
58,Sichern,Was muss vor der Durchführung der Bremsprobe gemacht werden?,de,"R 300.5, section 4.3.1",Sichern,True,True,7.2066426277160645,7.2066426277160645,"4.3.1	Durchführung der Bremsprobe
	
	Vor Beginn der Bremsprobe
–	müssen die Bremsapparate betriebsbereit sein
–	muss die Luftbremse gelöst sein. Dies ist an einem beliebigen Wagen zu prüfen
    • müssen Feststellbremsen gelöst sein. Davon ausgenommen sind Feststellbremsen, welche zum Sichern gegen Entlaufen benötigt werden
    • müssen die Bremsapparate auf deren Dichtigkeit geprüft werden.
Die Bremsprobe ist in folgender Reihenfolge an allen Fahrzeugen, bei denen eine Bremsprobe vorzunehmen ist, auszuführen:
–	eine Betriebsbremsung ausführen
–	prüfen, ob die Bremsen aller zu kontrollierenden Fahrzeuge 
gebremst sind
–	die Bremsen lösen
–	prüfen, ob die Bremsen aller zu kontrollierenden Fahrzeuge 
gelöst sind.","4.3.1	Durchführung der Bremsprobe
	
	Vor Beginn der Bremsprobe
–	müssen die Bremsapparate betriebsbereit sein
–	muss die Luftbremse gelöst sein. Dies ist an einem beliebigen Wagen zu prüfen
    • müssen Feststellbremsen gelöst sein. Davon ausgenommen sind Feststellbremsen, welche zum Sichern gegen Entlaufen benötigt werden
    • müssen die Bremsapparate auf deren Dichtigkeit geprüft werden.
Die Bremsprobe ist in folgender Reihenfolge an allen Fahrzeugen, bei denen eine Bremsprobe vorzunehmen ist, auszuführen:
–	eine Betriebsbremsung ausführen
–	prüfen, ob die Bremsen aller zu kontrollierenden Fahrzeuge 
gebremst sind
–	die Bremsen lösen
–	prüfen, ob die Bremsen aller zu kontrollierenden Fahrzeuge 
gelöst sind.",R 300.5 §4.3.1,R 300.5 §4.3.1,"Basierend auf den bereitgestellten Auszügen müssen vor der Durchführung der Bremsprobe die Bremsapparate betriebsbereit sein (4.3.1, 5.4.3). Zudem muss die Luftbremse gelöst sein und die Feststellbremsen müssen gelöst werden, mit Ausnahme derer, die zur Sicherung gegen Entlaufen benötigt werden (4.3.1).  Weiterhin muss die Zugbildung abgeschlossen sein (5.4.3).  Bei einer Veränderung der Zugzusammensetzung oder nach einer Inbetriebnahme ist die Bremsprobe durchzuführen (5.4.3).","Basierend auf den bereitgestellten Auszügen müssen vor der Durchführung der Bremsprobe die Bremsapparate betriebsbereit sein (4.3.1, 5.4.3). Zudem muss die Luftbremse gelöst sein und die Feststellbremsen müssen gelöst werden, mit Ausnahme derer, die zur Sicherung gegen Entlaufen benötigt werden (4.3.1).  Darüber hinaus muss die Zugbildung abgeschlossen sein, bevor die Bremsprobe durchgeführt wird (5.4.3).  Bei Veränderungen der Zugzusammensetzung oder nach Fahrrichtungswechseln ist eine Bremsprobe durchzuführen (5.4.3).",2,"The answer partially addresses the requirements before conducting a brake test but incorrectly includes checking for completed traction, which is not mentioned in the reference passage as necessary prior to performing braking tests.",2,"The answer partially addresses the requirements before conducting a brake test but incorrectly includes unrelated information about changes in train composition or direction change, which is not mentioned as part of pre-test preparations for brakes specifically according to provided text excerpts.",0,False,False,False,False,False,False
59,Sichern,Que faut-il faire avant le début de l'essai du frein?,fr,"R 300.5, section 4.3.1",assurer,False,True,1.8608415126800537,7.698999881744385,"5.4.3	Bremsprobe
	
	Vor der Abfahrt am Ausgangsort, bei Veränderung der Zusammensetzung, nach einem Fahrrichtungswechsel oder nach der Inbetriebnahme eines abgestellten Zuges muss eine Bremsprobe durchgeführt werden. Diese ist vom gleichen Führerstand aus vorzunehmen, von dem aus die Bremse während der Fahrt bedient wird. 
Vor Beginn der Bremsprobe:
-	muss die Zugbildung abgeschlossen sein
-	müssen die Bremsapparate betriebsbereit sein.
Wenn während der Bremsprobe Vorgänge beobachtet werden, die auf Unregelmässigkeiten schliessen lassen, ist die Bremsprobe zu wiederholen.
	
","5.4.3	Essai du frein
	
	Un essai du frein doit être exécuté à l’endroit de départ avant le départ, en cas de modification de la composition, suite à un changement de direction ou après la mise en service d’un train qui était garé. Cet essai du frein doit être effectué depuis la même cabine de conduite d’où le frein sera desservi en cours de route. 
Avant le début de l’essai du frein : 
–	la formation de train doit être terminée
–	les appareils de freins doivent être prêts à fonctionner. 
Si, pendant l’essai du frein, des incidents qui pourraient amener à des irrégularités sont constatés, il faut répéter l’essai du frein. 
	
",R 300.5 §5.4.3,R 300.5 §5.4.3,"Avant le début de l'essai de frein, plusieurs conditions doivent être remplies selon la section 5.4.3 du document FDV (Zugvorbereitung). Tout d'abord, la formation du train doit être achevée, et les appareils de freinage doivent être opérationnels (5.4.3). De plus, l'essai de frein doit être effectué depuis le même poste de conduite où la freinage est contrôlé pendant la circulation (5.4.3). Si des anomalies sont observées pendant l'essai, il est nécessaire de le répéter (5.4.3).","Avant le début de l’essai du frein, plusieurs vérifications doivent être effectuées. Section 4.3.1 précise que les appareils de freins doivent être prêts à fonctionner et que le frein à air doit être lâché (PCT). De plus, l’étanchéité des appareils de frein doit être vérifiée, et les freins d’immobilisation doivent être lâchés, sauf exceptions (PCT). Enfin, la formation de train doit être terminée (Section 5.4.3).",5,The RAG answer is fully correct and complete as it accurately summarizes the necessary conditions before starting a brake test according to section 5.4.3 of FDV document on train preparation.,2,"The answer is mostly correct but lacks some specific details mentioned in the reference passage such as checking for incidents during the test and verifying air brake release status explicitly stated (""le frein à air doit être lâché"").",-3,False,False,False,False,True,True
60,Sichern,Cosa si fa prima dell'inizio della prova dei freni?,it,"R 300.5, section 4.3.1",assicurare,True,True,4.9949798583984375,8.622286796569824,"4.3.1	Durchführung der Bremsprobe
	
	Vor Beginn der Bremsprobe
–	müssen die Bremsapparate betriebsbereit sein
–	muss die Luftbremse gelöst sein. Dies ist an einem beliebigen Wagen zu prüfen
    • müssen Feststellbremsen gelöst sein. Davon ausgenommen sind Feststellbremsen, welche zum Sichern gegen Entlaufen benötigt werden
    • müssen die Bremsapparate auf deren Dichtigkeit geprüft werden.
Die Bremsprobe ist in folgender Reihenfolge an allen Fahrzeugen, bei denen eine Bremsprobe vorzunehmen ist, auszuführen:
–	eine Betriebsbremsung ausführen
–	prüfen, ob die Bremsen aller zu kontrollierenden Fahrzeuge 
gebremst sind
–	die Bremsen lösen
–	prüfen, ob die Bremsen aller zu kontrollierenden Fahrzeuge 
gelöst sind.","5.4.3	Prova dei freni
	
	Prima della partenza dal luogo d’origine, in caso di cambiamento della composizione, dopo un cambiamento della direzione di marcia o dopo la messa in esercizio di un treno ricoverato si deve eseguire una prova dei freni. La prova va eseguita dalla stessa cabina di guida dalla quale durante la corsa vengono azionati i freni. 
Prima dell’inizio della prova freni:
–	la formazione del treno dev’essere terminata
–	gli apparecchi di frenatura devono essere pronti al servizio. 
Se durante la prova dei freni si osservano avvenimenti tali da lasciare presumere un’irregolarità, si deve ripetere la prova dei freni. 
	
",R 300.5 §4.3.1,R 300.5 §5.4.3,"Secondo l'estratto 5.4.3 delle PCT, prima dell'inizio della prova dei freni devono essere completata la formazione del treno e devono essere operativi gli impianto frenante (5.4.3). Inoltre, è necessario che i freni siano rilasciati (5.4.3). Prima della prova, è richiesto che i freni siano rilasciati a bordo di un vagone qualsiasi (4.3.1). Infine, le frenate di sicurezza devono essere rilasciate (4.3.1).","Prima dell'inizio della prova dei freni, secondo le FDV, è necessario che gli apparecchi di frenatura siano pronti ad entrare in funzione (4.3.1). Inoltre, il freno ad aria deve essere allentato su un veicolo qualsiasi, così come i freni di immobilizzazione, ad eccezione di quelli necessari per la sicurezza del treno (4.3.1). Infine, è fondamentale verificare la tenuta stagna degli apparecchi di frenatura (4.3.1).",2,The answer mixes details from different sections and includes irrelevant information about safety brakes not mentioned in the reference passage provided.,2,The answer is mostly incorrect as it refers to FDV instead of the source document and includes irrelevant details not mentioned in the reference passage provided.,0,False,False,False,False,True,True
